tested_ids,most_possible_action,most_possible_action_cf,second_possible_action,second_possible_action_cf,third_possible_action,third_possible_action_cf,ground_truth_action
1090,Agent_1-ActionGrab-Chess_3,0.6,"Agent_1-ActionMoveTo-[-79,130]",0.3,Agent_1-ActionWait,0.1,agent_1-actiongrab-cup_4
1091,"agent_1-actionmoveto-[-79,130]",0.5,agent_1-actiongrab-chess_3,0.3,agent_1-actionwait,0.2,agent_1-actionsmash-cup_4
1092,agent_1-actionmoveto-cup_4,0.5,agent_1-actionsmash-cup_4,0.3,agent_1-actiongrab-cup_4,0.2,agent_1-actionrotateto-agent_2
1093,agent_1-actionplay-chess_3,0.7,agent_1-actionmoveto-chess_3,0.2,agent_1-actionspeak-hello,0.1,agent_1-actionmoveto-chess_3
1094,agent_1-actionplay-chess_3,0.7,agent_1-actionmoveto-agent_2,0.2,agent_1-actionrotateto-agent_2,0.1,agent_1-actionpointto-chess_3
1095,agent_2-actionmoveto-agent_1,0.5,agent_2-actionrotateto-agent_1,0.3,agent_2-actionpointto-agent_1,0.2,agent_2-actionmovetoattention-agent_1
1096,agent_2-actionfollowpointing-agent_1,0.7,"agent_2-actionrotateto-[-462.0,434.0]",0.2,"agent_2-actionmoveto-[-462.0,434.0]",0.1,"agent_2-actionmoveto-[392.0, 154.0]"
1097,agent_2-actionmoveto,1.0,agent_2-actionrotateto,1.0,agent_2-actionspeak-hello,0.0,"agent_2-actionmoveto-[-294.0, -265.9999999999999]"
1098,"agent_2-actionmoveto-[-462.0, 434.0]",0.7,agent_2-actionfollowpointing-agent_1,0.2,agent_2-actionspeak-hello,0.1,agent_2-actionspeak-hello!
1099,"agent_2-actionmoveto-[-462.0,434.0]",0.5,agent_2-actionspeak-thank you,0.3,agent_2-actionwait,0.2,"agent_2-actionmoveto-[630.0, -126.0]"
1100,"agent_2-actionmoveto-[-400.0, 400.0]",0.65,agent_2-actionspeak-hello!,0.25,agent_2-actionwait,0.1,"agent_2-actionmoveto-[-644.0, 364.0]"
1101,"agent_2-actionmoveto-[-349.0, 118.0]",0.5,"agent_2-actionrotateto-[-349.0, 118.0]",0.3,agent_2-actionspeak-hello,0.2,"agent_2-actionmoveto-[-504.0, -322.0]"
1102,"agent_2-actionmoveto-[-462.0,434.0]",0.5,"agent_2-actionrotateto-[-462.0,434.0]",0.3,agent_2-actionspeak-thank you,0.2,"agent_2-actionmoveto-[196.0, 210.00000000000006]"
1103,"agent_2-actionmoveto-[-462.0, 434.0]",0.7,"agent_2-actionrotateto-[-462.0, 434.0]",0.2,agent_2-actionwait,0.1,"agent_2-actionmoveto-[336.0, -504.0]"
1104,agent_2-actionmoveto-key_3,0.85,agent_2-actionrotateto-key_3,0.12,agent_2-actionwait,0.03,agent_2-actionmoveto-key_3
1105,agent_2-actiongrab-key_3,0.95,agent_2-actionmoveto-key_3,0.03,agent_2-actionwait,0.02,agent_2-actiongrab-key_3
1106,agent_2-actiongrab-key_3,0.7,agent_2-actionmoveto-key_3,0.2,agent_2-actionwait,0.1,agent_2-actionwait
1107,agent_2-actiongrab-key_3,0.7,agent_2-actionwait,0.2,agent_2-actionmoveto-key_3,0.1,agent_2-actionwait
1108,agent_2-actiongrab-key_3,0.85,agent_2-actionmoveto-key_3,0.12,agent_2-actionwait,0.03,agent_2-actionwait
1109,agent_2-actiongrab-key_5,0.8,agent_2-actionmoveto-key_5,0.15,agent_2-actionwait,0.05,agent_2-actiongrab-key_5
1110,agent_2-actionopen-box_4,0.95,agent_2-actionmoveto-box_4,0.03,agent_2-actionwait,0.02,agent_2-actionmoveto-box_4
1111,agent_2-actiongrab-dumbbell_3,0.95,agent_2-actionmoveto-dumbbell_3,0.03,agent_2-actionopen-box_4,0.02,agent_2-actionunlock-box_4
1112,agent_2-actiongrab-dumbbell_3,0.95,agent_2-actionmoveto-dumbbell_3,0.03,agent_2-actionputonto-dumbbell_3-table_4,0.02,agent_2-actionopen-box_4
1113,agent_1-actionmoveto-timer_4,0.7,agent_1-actionwait,0.2,agent_1-actionpointto-timer_4,0.1,"agent_1-actionrotateto-[602.0, 56.0]"
1114,agent_1-actiongrab-timer_4,0.7,agent_1-actionputonto-timer_4-table_5,0.2,agent_1-actionmoveto-table_5,0.1,agent_1-actionmoveto-timer_4
1115,agent_1-actionputonto-timer_4-table_5,0.95,agent_1-actionrotateto-table_5,0.03,agent_1-actionwait,0.02,agent_1-actiongrab-timer_4
1116,Agent_1-Putonto-Timer_4-Table_5,0.95,Agent_1-Moveto-Table_5,0.03,Agent_1-Wait,0.02,agent_1-actionmoveto-table_5
1117,actionputonto-timer_4-table_5,0.95,actionwait,0.03,actionrotateto-table_5,0.02,agent_1-actionputonto-timer_4
1118,agent_1-actionmoveto-shelf_4,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionwait,0.1,agent_1-actionpointto-shelf_4
1119,agent_1-actionmoveto-shelf_4,0.7,agent_1-actionopen-shelf_4,0.2,agent_1-actionspeak-thank,0.1,agent_1-actionpointto-shelf_4
1120,agent_1-actionopen-shelf_4,0.95,agent_1-actionpointto-shelf_4,0.04,agent_1-actionwait,0.01,agent_1-actionspeak-hello!
1121,agent_1-actionopen-shelf_4,0.7,agent_1-actionspeak-thank,0.2,agent_1-actionwait,0.1,agent_1-actionmoveto-shelf_4
1122,agent_1-actionopen-shelf_4,0.9,agent_1-actionpointto-shelf_4,0.07,agent_1-actionwait,0.03,agent_1-actionopen-shelf_4
1123,agent_2-actionmoveto-books_6,0.6,agent_2-actionmoveto-box_7,0.3,agent_2-actionwait,0.1,agent_2-actionmoveto-books_6
1124,agent_2-actiongrab-books_6,0.8,agent_2-actionmoveto-box_7,0.6,agent_2-actionwait,0.1,agent_2-actiongrab-books_6
1125,agent_2-actionputinto-books_6-box_7,0.95,agent_2-actionwait,0.03,agent_2-actionmoveto-box_7,0.02,agent_2-actionmoveto-box_7
1126,agent_2-actionputinto-books_6-box_7,0.95,agent_2-actionwait,0.03,agent_2-actionmoveto-box_7,0.02,agent_2-actionopen-box_7
1127,agent_2-actionwait,0.6,agent_2-actionmoveto-box_5,0.3,agent_2-actionspeak-thank,0.1,agent_2-actionputinto-books_6
1128,agent_2-actionmoveto-box_5,0.7,agent_2-actionwait,0.2,agent_2-actionrotateto-box_5,0.1,agent_2-actionrotateto-agent_1
1129,agent_1-actionopen-box_4,0.8,agent_1-actiongrab-box_4,0.15,agent_1-actionwait,0.05,agent_1-actionmoveto-box_4
1130,agent_1-actiongrab-cup_3,0.9,agent_1-actionmoveto-cup_3,0.08,agent_1-actionwait,0.02,agent_1-actionopen-box_4
1131,agent_1-actiongrab-cup_3,0.95,agent_1-actionputonto-cup_3-table_4,0.03,agent_1-actionwait,0.02,agent_1-actiongrab-cup_3
1132,agent_1-actionspeak-hello,0.6,agent_1-actionwavehand-agent_2,0.3,agent_1-actionwait,0.1,agent_1-actionspeak-hello!
1133,agent_1-actionspeak-thank,0.5,agent_1-actionfollowpointing-agent_2,0.3,agent_1-actionwait,0.2,agent_1-actionnodhead
1134,agent_1-actionfollowpointing-agent_2,0.5,agent_1-actionwavehand-agent_2,0.3,agent_1-actionspeak-thank,0.2,agent_1-actionnodhead
1135,agent_1-actionpointto-chess_3,0.5,agent_1-actionspeak-thank,0.3,agent_1-actionnodhead-agent_2,0.2,agent_1-actionnodhead
1136,agent_1-actionspeak-thank,0.7,agent_1-actionnodhead-agent_2,0.2,agent_1-actionwait,0.1,agent_1-actionspeak-hello!
1137,agent_1-actionspeak-thank,0.7,agent_1-actionnodhead-agent_2,0.2,agent_1-actionwait,0.1,agent_1-actionrotateto-agent_2
1138,agent_1-actionspeak-thank,0.7,agent_1-actionnodhead-agent_2,0.6,agent_1-actionwavehand-agent_2,0.4,agent_1-actionspeak-hello!
1139,agent_1-actionpointto-chess_3,0.7,agent_1-actionwavehand-agent_2,0.6,agent_1-actionspeak-hello,0.5,agent_1-actionwait
1140,agent_1-actionspeak-hello,0.5,agent_1-actionmoveto-chess_3,0.3,agent_1-actionwait,0.2,agent_1-actionwait
1141,agent_1-actionwait,0.85,agent_1-actionmoveto-agent_2,0.1,agent_1-actionspeak-hello,0.05,"agent_1-actionmoveto-[-560.0, -322.0]"
1142,agent_1-actionwait,0.7,agent_1-actionspeak-hello,0.2,"agent_1-actionmoveto-[92, 200]",0.1,"agent_1-actionmoveto-[-672.0, 448.0]"
1143,agent_1-actionwait,0.65,agent_1-actionmoveto-chess_3,0.25,agent_1-actionspeak-hello,0.1,"agent_1-actionrotateto-[644.0, -546.0]"
1144,actionwait,0.2,actionmoveto,0.5,actionwait,0.2,agent_1-actionmoveto-chess_3
1145,agent_1-actionwait,0.5,agent_1-actionmoveto-chess_3,0.3,agent_1-actionspeak-hello,0.2,"agent_1-actionmoveto-[-644.0, -616.0]"
1146,agent_1-actionwavehand-agent_2,0.7,agent_1-actionspeak-hello,0.6,agent_1-actionpointto-chess_5,0.5,agent_1-actionspeak-hello!
1147,agent_1-actionplay-chess_5,0.7,agent_1-actionwavehand-agent_2,0.2,agent_1-actionnodhead-agent_2,0.1,agent_1-actionpointto-chess_5
1148,agent_1-actionplay-chess_5,0.65,agent_1-actionwavehand-agent_2,0.25,agent_1-actionmoveto-agent_2,0.1,agent_1-actiongrab-chess_5
1149,agent_1-actionplay-chess_5,0.7,agent_1-actionnodhead-agent_2,0.2,agent_1-actionpointto-chess_5,0.1,agent_1-actionmoveto-agent_2
1150,agent_1-actionplay-chess_5,0.6,agent_1-actionspeak-hello,0.3,agent_1-actionwavehand-agent_2,0.1,"agent_1-actionrotateto-[42.0, -420.0]"
1151,agent_1-actionplay-chess_5,0.5,agent_1-actionwavehand-agent_2,0.3,agent_1-actionpointto-chess_5,0.2,agent_1-actionmoveto-agent_2
